店名 住所 電話番号
No．１ランドリー 座間市相武台1-4947-32 046-253-0872
相和クリーニング店 座間市栗原中央2-7-2 046-256-3308
ファブリッククリナーズ㈱ 綾瀬市小園886-1 046-770-4727
杉本クリーニング店 三浦郡葉山町堀内517 046-875-0170
㈲杉崎クリーニング商会 足柄上郡中井町遠藤100 0465-81-0146
ユーアイクリーニング 足柄下郡箱根町宮城野341 0460-82-2887
-資-金子クリーニング商店 足柄下郡箱根町宮ノ下276 0460-82-3230
マルエランドリー 足柄下郡箱根町仙石原435 0460-84-8931
箱根ウエックス㈱ 足柄下郡箱根町仙石原817 0460-84-8427
青木クリーニング店 足柄下郡真鶴町真鶴404-4 0465-68-0445
日野クリーニング商会 足柄下郡湯河原町宮上359 0465-62-2707
呼盛加巒糾利 愛甲郡愛川町角田2388-4 046-281-3433
㈲神奈川五味クリーニングセンター 愛甲郡愛川町中津192-3 046-285-0624
(株)ドライクリーナートップス 高座郡寒川町倉見355-1 0467-81-3811
